,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
450,2009-07-22,78,64,72,-2,60,64,0,7,435,1921,"{'BR', 'HZ'}",0.0,29.26,29.94,3.15,7,5.45
451,2009-07-23,80,62,71,-2,59,63,0,6,436,1920,"{'BR', 'TS', 'HZ'}",0.05,29.24,29.92,2.15,16,5.5
452,2009-07-24,83,61,72,-1,59,64,0,7,437,1919,"{'TS', 'RA'}",0.16,29.11,29.82,8.8,23,9.7
453,2009-07-25,81,66,74,0,58,64,0,9,438,1918,set(),0.0,29.05,29.72,10.7,27,11.3
454,2009-07-26,82,63,73,-1,58,64,0,8,439,1918,{'RA'},0.0,29.16,29.81,8.55,29,9.0
455,2009-07-27,84,65,74,0,61,66,0,9,440,1917,{'RA'},0.02,29.17,29.86,9.25,23,9.85
456,2009-07-28,85,67,76,2,61,66,0,11,441,1916,{'RA'},0.01,29.1,29.78,6.45,28,7.85
457,2009-07-29,80,64,72,-1,51,60,0,7,442,1915,set(),0.0,29.16,29.83,4.0,19,7.1
458,2009-07-30,79,62,71,-3,57,62,0,6,443,1914,set(),0.01,29.17,29.84,4.65,23,5.9
459,2009-07-31,81,60,71,-3,54,61,0,6,444,1913,set(),0.0,29.26,29.93,6.05,26,7.0
460,2009-08-01,75,62,68,-4,59,62,0,3,445,1911,{'RA'},0.01,29.21,29.9,11.1,22,10.95
461,2009-08-02,78,57,68,-4,51,59,0,3,446,1910,set(),0.0,29.23,29.92,6.5,25,9.0
462,2009-08-03,85,67,76,3,60,66,0,11,447,1909,{'RA'},0.06,29.14,29.82,11.6,21,11.85
463,2009-08-04,85,68,77,4,62,67,0,12,448,1908,"{'BR', 'HZ'}",0.0,29.19,29.86,2.15,3,6.0
464,2009-08-05,79,63,71,-1,55,62,0,6,449,1907,set(),0.0,29.37,30.04,3.35,6,4.9
465,2009-08-06,81,61,71,-1,51,60,0,6,450,1906,set(),0.0,29.42,30.08,2.4,7,5.45
466,2009-08-07,74,65,70,-3,59,63,0,5,451,1904,"{'BR', 'RA'}",0.28,29.38,30.08,6.85,15,7.5
467,2009-08-08,89,68,79,6,70,73,0,14,452,1903,"{'RA', 'BR', 'TS'}",0.05,29.23,29.92,12.55,21,13.2
468,2009-08-09,91,77,84,11,71,74,0,19,453,1902,set(),0.1,29.26,29.93,11.35,23,12.6
469,2009-08-10,85,70,78,5,65,69,0,13,454,1900,set(),0.0,29.28,29.94,7.6,26,8.05
470,2009-08-11,81,63,72,0,61,66,0,7,455,1859,set(),0.0,29.33,29.99,6.2,2,8.35
471,2009-08-12,82,61,72,0,55,62,0,7,456,1858,set(),0.0,29.42,30.08,4.6,4,6.45
472,2009-08-13,86,61,74,1,55,63,0,9,457,1856,set(),0.0,29.41,30.1,1.75,15,3.9
473,2009-08-14,88,65,77,5,59,66,0,12,458,1855,set(),0.0,29.41,30.09,5.85,21,6.1
474,2009-08-15,89,68,79,7,61,67,0,14,459,1854,set(),0.0,29.35,30.03,8.5,19,8.8
475,2009-08-16,89,70,80,8,67,70,0,15,500,1852,"{'TS', 'RA'}",0.45,29.3,29.98,9.4,20,10.15
476,2009-08-17,83,70,77,5,68,70,0,12,501,1851,"{'RA', 'BR', 'TS'}",0.46,29.31,29.99,4.85,22,6.65
477,2009-08-18,83,65,74,2,60,65,0,9,502,1849,set(),0.0,29.3,29.98,7.75,27,8.2
478,2009-08-19,82,61,72,1,61,65,0,7,503,1848,"{'BR', 'TS', 'RA'}",0.48,29.12,29.82,5.8,16,8.45
479,2009-08-20,78,64,71,0,61,65,0,6,504,1846,"{'BR', 'RA'}",0.1,28.96,29.66,12.15,23,12.6
480,2009-08-21,73,59,66,-4,58,61,0,1,505,1845,{'RA'},0.11,29.1,29.75,8.9,27,11.95
481,2009-08-22,68,57,63,-7,52,56,1,0,506,1843,set(),0.0,29.34,29.99,8.6,18,9.9
482,2009-08-23,73,57,65,-5,54,58,0,0,508,1842,set(),0.0,29.41,30.08,3.1,3,7.0
483,2009-08-24,79,55,67,-3,56,61,0,2,509,1840,set(),0.0,29.44,30.12,4.4,21,5.4
484,2009-08-25,82,60,71,1,61,65,0,6,510,1839,set(),0.0,29.36,30.04,8.7,21,8.9
485,2009-08-26,72,63,68,-2,63,64,0,3,511,1837,"{'BR', 'RA'}",0.74,29.39,30.08,4.55,2,7.55
486,2009-08-27,67,61,64,-5,60,62,0,0,512,1835,"{'BR', 'RA'}",1.07,29.38,30.08,9.9,7,10.35
487,2009-08-28,69,60,65,-5,61,62,0,0,513,1834,"{'BR', 'RA'}",0.25,29.21,29.92,3.0,2,5.55
488,2009-08-29,69,56,63,-7,51,56,2,0,514,1832,"{'BR', 'RA', 'DZ'}",0.02,29.21,29.88,10.9,31,11.45
489,2009-08-30,66,51,59,-11,47,52,6,0,515,1831,set(),0.0,29.47,30.14,8.8,1,9.9
490,2009-08-31,67,49,58,-10,44,52,6,0,516,1829,set(),0.0,29.58,30.26,5.05,3,6.4
491,2009-09-01,71,48,60,-7,48,54,4,0,517,1827,set(),0.0,29.6,30.3,3.25,5,3.45
492,2009-09-02,72,51,62,-5,50,56,2,0,518,1826,set(),0.0,29.54,30.24,3.65,7,4.5
493,2009-09-03,75,56,66,-2,54,59,0,1,519,1824,{'BR'},0.0,29.45,30.15,4.95,5,5.95
494,2009-09-04,75,56,66,-2,54,59,0,1,520,1822,"{'BR', 'HZ'}",0.0,29.46,30.14,3.7,4,4.25
495,2009-09-05,78,55,67,0,57,61,0,2,521,1821,"{'BR', 'HZ'}",0.0,29.52,30.2,4.75,5,5.55
496,2009-09-06,77,63,70,3,59,63,0,5,522,1819,"{'BR', 'RA', 'HZ'}",0.02,29.49,30.18,5.25,6,5.95
497,2009-09-07,77,61,69,2,59,62,0,4,523,1817,"{'BR', 'HZ'}",0.0,29.42,30.11,6.05,3,5.45
498,2009-09-08,78,61,69,3,61,64,0,4,524,1815,"{'BR', 'HZ'}",0.0,29.38,30.06,6.75,3,7.65
499,2009-09-09,77,66,72,6,63,65,0,7,525,1814,"{'BR', 'HZ'}",0.0,29.44,30.13,6.45,6,7.05
500,2009-09-10,80,64,73,7,62,65,0,8,526,1812,"{'BR', 'HZ'}",0.0,29.51,30.18,6.3,6,7.05
501,2009-09-11,79,62,71,6,59,63,0,6,527,1810,{'BR'},0.0,29.46,30.16,5.75,7,6.15
502,2009-09-12,78,59,69,4,60,63,0,4,528,1809,"{'BR', 'FG+', 'FG'}",0.0,29.44,30.13,3.45,4,4.65
503,2009-09-13,79,57,68,3,54,60,0,3,529,1807,"{'MI', 'BR', 'FG+', 'FG'}",0.0,29.42,30.12,2.0,7,3.6
504,2009-09-14,84,58,71,7,55,61,0,6,530,1805,set(),0.0,29.37,30.06,0.6,23,2.4
505,2009-09-15,82,63,73,9,58,63,0,8,531,1803,set(),0.0,29.38,30.06,6.0,2,7.25
506,2009-09-16,71,60,66,2,54,59,0,1,532,1760,set(),0.0,29.52,30.19,11.75,5,12.4
507,2009-09-17,71,52,62,-2,51,56,3,0,533,1758,set(),0.0,29.48,30.18,3.95,6,4.8
508,2009-09-18,79,51,65,1,55,59,0,0,535,1756,{'BR'},0.0,29.49,30.18,5.2,2,6.55
509,2009-09-19,75,56,66,3,55,59,0,1,536,1755,set(),0.0,29.51,30.2,3.8,10,5.85
510,2009-09-20,72,54,63,1,56,60,1,0,537,1753,"{'RA', 'DZ', 'BR'}",0.6,29.31,30.03,6.15,7,7.6
511,2009-09-21,68,61,65,3,59,61,0,0,538,1751,"{'DZ', 'BR', 'HZ'}",0.01,29.28,29.98,3.55,23,5.05
512,2009-09-22,76,61,69,7,65,67,0,4,539,1749,"{'BR', 'RA', 'HZ'}",0.02,29.31,29.98,5.2,17,7.5
513,2009-09-23,76,62,69,8,62,64,0,4,540,1748,{'BR'},0.0,29.44,30.12,0.7,31,4.35
514,2009-09-24,72,64,68,7,62,64,0,3,541,1746,{'BR'},0.0,29.46,30.16,4.2,6,4.55
515,2009-09-25,70,60,65,4,57,60,0,0,542,1744,"{'RA', 'DZ', 'BR'}",0.09,29.42,30.12,5.4,11,6.8
516,2009-09-26,67,55,61,1,56,59,3,0,543,1742,{'BR'},0.0,29.18,29.9,3.95,26,4.6
517,2009-09-27,74,51,63,3,53,57,2,0,544,1741,"{'RA', 'TS', 'FG', 'BR', 'FG+'}",0.28,28.88,29.59,7.9,22,10.2
518,2009-09-28,62,49,56,-2,42,49,8,0,545,1739,{'RA'},0.01,28.94,29.61,20.05,28,20.45
519,2009-09-29,59,48,53,-5,42,48,11,0,546,1737,{'DZ'},0.0,29.31,29.96,8.7,33,10.25
520,2009-09-30,61,48,55,-4,41,47,10,0,547,1735,set(),0.0,29.42,30.1,5.25,3,6.9
521,2009-10-01,59,42,51,-7,46,49,14,0,548,1734,"{'RA', 'BR', 'TS'}",0.74,29.16,29.9,8.95,13,9.1
522,2009-10-02,56,47,52,-6,46,48,13,0,549,1732,"{'RA', 'DZ', 'BR'}",0.19,28.84,29.56,10.25,21,11.8
523,2009-10-03,57,47,52,-4,47,49,12,0,550,1730,"{'RA', 'DZ', 'BR'}",0.07,29.05,29.7,8.15,26,8.6
524,2009-10-04,60,45,53,-4,42,47,12,0,552,1729,set(),0.0,29.31,29.98,8.95,27,9.25
525,2009-10-05,61,42,52,-4,42,47,12,0,553,1727,set(),0.0,29.32,30.04,2.35,8,4.95
526,2009-10-06,61,49,55,0,46,50,9,0,554,1725,"{'RA', 'DZ', 'BR'}",0.04,28.94,29.66,9.15,24,15.0
527,2009-10-07,60,45,53,-3,39,46,12,0,555,1724,set(),0.0,29.28,29.96,8.85,26,10.45
528,2009-10-08,53,46,50,-6,46,48,15,0,556,1722,"{'RA', 'DZ', 'BR'}",0.13,29.22,29.92,4.05,20,5.2
529,2009-10-09,52,39,46,-9,43,45,19,0,557,1720,"{'RA', 'DZ', 'BR'}",0.44,29.24,29.92,9.35,34,10.1
530,2009-10-10,48,32,40,-14,30,35,24,0,558,1719,set(),0.0,29.52,30.21,7.6,28,7.95
531,2009-10-11,44,29,37,-17,22,32,28,0,559,1717,set(),0.0,29.64,30.36,1.3,17,4.9
532,2009-10-12,48,41,45,-8,35,40,19,0,600,1715,"{'RA', 'DZ', 'BR', 'HZ'}",0.02,29.47,30.19,0.6,21,3.65
533,2009-10-13,47,35,41,-11,32,38,23,0,602,1714,{'BR'},0.0,29.63,30.35,8.5,1,10.65
534,2009-10-14,48,42,45,-8,36,41,20,0,603,1712,"{'RA', 'DZ', 'BR'}",0.03,29.44,30.17,10.85,9,11.35
535,2009-10-15,44,41,43,-10,38,40,22,0,604,1711,"{'RA', 'DZ', 'BR'}",0.31,29.28,30.0,8.8,6,9.55
536,2009-10-16,45,39,42,-9,36,39,22,0,605,1709,"{'RA', 'DZ'}",0.06,29.44,30.13,7.65,35,8.15
537,2009-10-17,52,37,45,-7,33,39,20,0,606,1707,"{'RA', 'DZ'}",0.01,29.6,30.3,7.45,34,7.95
538,2009-10-18,53,32,42,-8,33,39,22,0,607,1706,set(),0.0,29.52,30.26,5.95,21,6.55
539,2009-10-19,65,43,55,4,40,47,10,0,608,1704,set(),0.0,29.28,30.01,11.05,21,11.15
540,2009-10-20,63,49,56,6,47,52,8,0,610,1703,{'RA'},0.04,29.34,30.03,5.2,19,6.35
541,2009-10-21,69,55,62,12,51,55,2,0,611,1701,{'RA'},0.01,29.28,29.99,11.25,21,11.35
542,2009-10-22,58,48,53,3,48,50,11,0,612,1660,"{'BR', 'RA'}",0.94,29.2,29.94,8.55,5,13.1
543,2009-10-23,61,43,52,3,49,50,12,0,613,1658,"{'RA', 'DZ', 'BR'}",1.09,28.76,29.48,6.4,18,15.8
544,2009-10-24,49,38,44,-5,37,40,21,0,614,1657,"{'RA', 'DZ', 'BR', 'SN'}",0.04,29.06,29.74,8.95,26,9.6
545,2009-10-25,62,44,53,5,44,48,11,0,616,1656,"{'BR', 'RA'}",0.26,29.29,29.96,5.9,19,7.1
546,2009-10-26,55,49,52,4,47,49,12,0,617,1654,"{'RA', 'DZ', 'BR'}",0.12,29.32,30.02,5.05,21,7.15
547,2009-10-27,51,46,49,1,45,47,16,0,618,1653,"{'RA', 'DZ', 'BR'}",0.11,29.22,29.94,4.95,5,6.75
548,2009-10-28,57,50,54,7,49,51,11,0,619,1651,"{'BR', 'HZ'}",0.0,29.31,29.99,2.45,13,3.65
549,2009-10-29,60,47,54,7,50,52,11,0,620,1650,"{'RA', 'BR', 'HZ'}",0.82,29.24,29.98,11.8,14,12.05
550,2009-10-30,67,46,57,11,53,56,7,0,622,1649,"{'RA', 'DZ', 'BR'}",0.98,28.83,29.56,15.65,20,17.65
551,2009-10-31,46,36,41,-4,31,38,23,0,623,1647,set(),0.01,29.22,29.86,12.25,26,12.65
552,2010-05-01,70,59,65,12,53,58,0,0,448,1849,"{'BR', 'RA'}",0.06,28.92,29.6,8.25,21,8.75
553,2010-05-02,68,53,61,7,52,56,4,0,447,1850,"{'BR', 'RA'}",0.62,28.94,29.6,3.6,25,6.5
554,2010-05-03,72,51,61,7,45,53,3,0,446,1851,set(),0.0,29.1,29.77,8.85,25,9.45
555,2010-05-04,79,51,66,12,43,54,0,1,444,1852,set(),0.0,29.09,29.78,13.0,21,13.4
556,2010-05-05,72,56,64,9,37,51,0,0,443,1853,set(),0.01,29.12,29.77,9.95,27,12.45
557,2010-05-06,61,47,54,0,39,46,10,0,442,1855,"{'TS', 'RA'}",0.03,29.3,29.99,5.8,4,9.6
558,2010-05-07,59,45,52,-2,46,48,12,0,441,1856,"{'RA', 'BR', 'TS'}",0.73,29.01,29.73,3.15,32,13.5
559,2010-05-08,50,42,46,-10,35,41,19,0,439,1857,{'RA'},0.05,29.39,30.06,14.05,29,14.8
560,2010-05-09,57,37,47,-8,29,40,17,0,438,1858,set(),0.0,29.62,30.32,2.15,20,6.15
561,2010-05-10,58,42,50,-5,30,42,14,0,437,1859,{'RA'},0.01,29.5,30.24,13.0,11,13.6
562,2010-05-11,55,44,50,-7,46,47,15,0,436,1860,"{'RA', 'DZ', 'BR'}",0.84,29.18,29.9,4.3,10,10.15
563,2010-05-12,52,45,49,-8,45,46,16,0,435,1901,"{'HZ', 'RA', 'TS', 'DZ', 'FG', 'BR'}",0.13,29.38,30.1,8.6,6,10.2
564,2010-05-13,75,48,62,4,53,56,2,0,434,1902,"{'RA', 'BR', 'TS'}",1.23,29.26,29.93,5.35,25,12.85
565,2010-05-14,66,48,57,0,43,50,7,0,433,1903,set(),0.0,29.49,30.17,11.4,26,11.75
566,2010-05-15,62,45,53,-4,41,48,11,0,432,1904,set(),0.0,29.56,30.26,4.05,4,6.1
567,2010-05-16,66,43,55,-4,43,49,10,0,431,1905,set(),0.0,29.46,30.18,10.4,5,10.8
568,2010-05-17,59,51,55,-4,42,48,10,0,430,1906,"{'RA', 'DZ'}",0.06,29.32,30.04,8.75,3,9.3
569,2010-05-18,63,47,56,-4,40,48,9,0,429,1907,set(),0.0,29.28,29.98,9.35,2,9.95
570,2010-05-19,73,45,59,0,39,50,5,0,428,1908,set(),0.0,29.34,30.02,6.05,4,6.85
571,2010-05-20,73,49,61,0,49,55,3,0,427,1909,{'RA'},0.07,29.32,30.02,6.55,12,7.6
572,2010-05-21,72,56,64,3,58,60,0,0,426,1910,"{'RA', 'DZ', 'BR', 'HZ'}",0.3,29.18,29.88,4.8,11,6.25
573,2010-05-22,73,58,65,4,59,61,0,0,425,1911,"{'BR', 'HZ', 'FG+', 'FG'}",0.0,29.26,29.94,3.05,10,5.75
574,2010-05-23,89,63,76,15,65,69,0,11,425,1912,set(),0.0,29.3,29.96,9.75,18,10.0
575,2010-05-24,91,71,81,19,66,71,0,16,424,1913,set(),0.0,29.36,30.02,6.45,13,8.05
576,2010-05-25,87,70,79,17,61,68,0,14,423,1914,set(),0.0,29.36,30.03,5.75,12,7.95
577,2010-05-26,86,68,77,15,62,68,0,12,422,1915,"{'TS', 'RA'}",0.01,29.32,29.99,3.15,2,5.15
578,2010-05-27,77,62,69,7,50,59,0,4,422,1916,set(),0.0,29.34,30.02,11.55,2,11.85
579,2010-05-28,77,58,68,5,49,58,0,3,421,1916,set(),0.0,29.3,30.0,8.9,2,9.4
580,2010-05-29,85,60,73,9,57,63,0,8,421,1917,set(),0.0,29.26,29.94,4.75,6,5.7
581,2010-05-30,91,62,77,13,59,66,0,12,420,1918,"{'TS', 'RA'}",0.0,29.2,29.87,4.55,17,6.0
582,2010-05-31,82,65,74,10,64,67,0,9,420,1919,"{'RA', 'BR', 'TS', 'HZ'}",0.92,29.18,29.86,1.1,21,4.75
583,2010-06-01,84,64,74,10,62,67,0,9,419,1920,"{'BR', 'HZ'}",0.0,29.14,29.84,4.75,18,6.05
584,2010-06-02,77,58,67,3,61,64,0,2,419,1920,"{'RA', 'BR', 'TS'}",1.16,29.02,29.7,3.2,33,9.4
585,2010-06-03,71,57,64,0,46,55,0,0,418,1921,set(),0.0,29.12,29.8,6.4,4,7.75
586,2010-06-04,83,58,71,7,59,64,0,6,418,1922,set(),0.0,29.04,29.72,7.3,21,9.15
587,2010-06-05,79,60,70,5,64,66,0,5,417,1923,"{'RA', 'BR', 'TS'}",0.33,28.98,29.66,4.4,23,7.9
588,2010-06-06,75,56,66,0,54,59,0,1,417,1923,{'RA'},0.01,29.19,29.84,8.75,32,10.8
589,2010-06-07,69,55,62,-3,48,55,2,0,417,1924,set(),0.0,29.38,30.04,6.45,7,7.4
590,2010-06-08,67,58,63,-3,57,59,2,0,417,1925,"{'BR', 'RA'}",0.39,29.25,29.96,8.3,13,9.5
591,2010-06-09,83,66,74,8,55,63,0,9,416,1925,{'BR'},0.0,29.16,29.83,10.1,27,10.8
592,2010-06-10,76,59,68,1,54,60,0,3,416,1926,set(),0.0,29.28,29.95,5.05,7,6.7
593,2010-06-11,88,64,76,9,67,71,0,11,416,1926,"{'TS', 'RA'}",0.22,29.21,29.88,8.7,19,10.35
594,2010-06-12,77,62,70,2,63,65,0,5,416,1927,"{'RA', 'BR', 'TS', 'HZ'}",0.23,29.28,29.95,3.05,3,7.75
595,2010-06-13,72,61,67,-1,61,63,0,2,416,1927,"{'RA', 'BR', 'HZ'}",0.25,29.29,29.98,3.55,8,4.8
596,2010-06-14,71,60,66,-2,61,62,0,1,416,1928,"{'RA', 'BR', 'HZ'}",0.01,29.26,29.93,5.85,4,6.55
597,2010-06-15,79,60,70,2,65,67,0,5,416,1928,"{'RA', 'BR', 'HZ'}",0.74,29.2,29.88,2.7,19,5.9
598,2010-06-16,84,64,74,5,60,65,0,9,416,1929,set(),0.0,29.31,29.98,6.0,27,9.6
599,2010-06-17,84,65,75,6,61,67,0,10,416,1929,set(),0.0,29.33,30.01,5.1,14,7.2
600,2010-06-18,90,66,79,9,66,69,0,14,416,1929,"{'RA', 'BR', 'TS'}",0.76,29.21,29.92,6.5,21,10.0
601,2010-06-19,85,66,76,6,60,66,0,11,416,1930,set(),0.0,29.27,29.93,9.95,27,11.05
602,2010-06-20,80,65,73,3,60,65,0,8,416,1930,set(),0.01,29.37,30.03,4.1,8,4.95
603,2010-06-21,85,67,76,6,66,69,0,11,416,1930,"{'RA', 'BR', 'TS'}",0.31,29.28,29.96,5.0,16,7.7
604,2010-06-22,85,69,77,7,68,71,0,12,417,1931,set(),0.0,29.31,29.98,6.3,22,7.05
605,2010-06-23,87,68,77,7,69,71,0,12,417,1931,"{'RA', 'BR', 'TS', 'HZ'}",1.05,29.2,29.89,9.75,22,11.5
606,2010-06-24,82,65,74,3,59,65,0,9,417,1931,set(),0.0,29.35,30.02,3.85,34,8.4
607,2010-06-25,84,64,74,3,61,66,0,9,417,1931,set(),0.0,29.31,29.99,6.45,20,7.5
608,2010-06-26,87,68,78,7,65,69,0,13,418,1931,"{'RA', 'BR', 'TS'}",0.77,29.13,29.82,1.65,13,6.85
609,2010-06-27,86,72,79,8,69,72,0,14,418,1931,{'BR'},0.71,28.92,29.61,7.95,24,9.55
610,2010-06-28,82,64,73,2,59,65,0,8,419,1931,set(),0.0,29.1,29.75,9.25,31,11.5
611,2010-06-29,74,60,67,-3,52,59,0,2,419,1931,set(),0.0,29.44,30.08,6.45,5,8.05
612,2010-06-30,75,56,66,-5,50,57,0,1,419,1931,set(),0.0,29.57,30.24,3.8,4,6.3
613,2010-07-01,77,56,67,-5,47,57,0,2,420,1931,set(),0.0,29.62,30.32,5.6,9,5.75
614,2010-07-02,83,60,72,0,51,60,0,7,420,1931,set(),0.0,29.49,30.2,7.7,18,8.0
615,2010-07-03,87,62,75,3,55,63,0,10,421,1931,set(),0.0,29.34,30.03,8.3,20,8.7
616,2010-07-04,91,70,81,9,65,71,0,16,422,1930,set(),0.02,29.23,29.9,10.2,22,10.6
617,2010-07-05,90,78,85,13,63,70,0,20,422,1930,set(),0.0,29.23,29.89,14.0,20,14.3
618,2010-07-06,90,74,82,10,68,72,0,17,423,1930,"{'TS', 'RA'}",0.2,29.3,29.96,8.7,22,9.6
619,2010-07-07,93,71,82,10,69,73,0,17,423,1930,{'BR'},0.12,29.36,30.02,4.15,23,5.9
620,2010-07-08,87,73,81,8,69,72,0,16,424,1929,"{'RA', 'BR', 'TS'}",0.16,29.3,29.98,1.6,33,5.05
621,2010-07-09,87,71,79,6,59,67,0,14,425,1929,set(),0.01,29.29,29.97,5.6,19,7.0
622,2010-07-10,89,69,79,6,60,67,0,14,425,1929,set(),0.0,29.26,29.94,5.2,27,7.55
623,2010-07-11,85,66,76,3,62,67,0,11,426,1928,"{'RA', 'BR', 'TS'}",0.78,29.1,29.8,6.0,22,7.25
624,2010-07-12,84,65,75,2,64,68,0,10,427,1928,"{'BR', 'RA', 'HZ'}",0.01,29.08,29.75,1.4,19,4.25
625,2010-07-13,84,70,77,4,64,68,0,12,428,1927,{'RA'},0.1,29.21,29.86,5.8,9,6.5
626,2010-07-14,90,71,81,8,70,73,0,16,428,1927,"{'BR', 'HZ'}",0.0,29.28,29.95,8.9,17,9.65
627,2010-07-15,91,72,82,8,69,73,0,17,429,1926,set(),0.0,29.24,29.9,7.45,26,10.2
628,2010-07-16,90,67,79,5,61,68,0,14,430,1925,set(),0.0,29.26,29.94,7.0,25,8.0
629,2010-07-17,92,71,82,8,63,70,0,17,431,1925,set(),0.0,29.21,29.88,3.5,27,6.65
630,2010-07-18,91,73,82,8,69,73,0,17,432,1924,set(),0.15,29.13,29.81,7.05,24,9.45
631,2010-07-19,84,70,77,3,66,70,0,12,433,1923,{'RA'},0.01,29.2,29.88,2.85,23,4.9
632,2010-07-20,85,68,77,3,67,70,0,12,433,1923,{'HZ'},0.0,29.24,29.91,6.2,23,7.55
633,2010-07-21,90,72,82,8,65,70,0,17,434,1922,set(),0.0,29.32,29.99,3.25,30,6.55
634,2010-07-22,90,70,80,6,70,74,0,15,435,1921,{'RA'},0.02,29.2,29.88,9.5,20,10.45
635,2010-07-23,94,70,82,8,71,74,0,17,436,1920,"{'RA', 'BR', 'TS'}",2.97,29.19,29.84,10.4,24,11.4
636,2010-07-24,87,69,78,4,70,72,0,13,437,1919,"{'RA', 'BR', 'TS', 'FG'}",4.19,29.18,29.85,2.75,25,9.5
637,2010-07-25,81,67,74,0,59,65,0,9,438,1918,{'BR'},0.26,29.38,30.04,8.95,2,9.4
638,2010-07-26,84,62,73,0,62,67,0,8,439,1918,set(),0.0,29.4,30.08,4.65,12,5.3
639,2010-07-27,88,69,79,5,66,71,0,14,440,1917,set(),0.0,29.31,30.0,5.8,21,6.55
640,2010-07-28,89,75,82,8,71,74,0,17,441,1916,"{'BR', 'HZ'}",0.0,29.27,29.93,6.0,26,9.05
641,2010-07-29,81,68,75,1,58,65,0,10,442,1915,set(),0.0,29.38,30.06,6.05,5,7.4
642,2010-07-30,79,70,75,1,59,65,0,10,443,1914,{'RA'},0.01,29.28,29.98,5.3,16,5.95
643,2010-07-31,79,65,72,-1,63,66,0,7,444,1913,"{'RA', 'BR', 'TS', 'HZ'}",0.64,29.18,29.85,3.35,13,5.3
644,2010-08-01,85,65,75,2,64,68,0,10,445,1911,"{'BR', 'HZ'}",0.0,29.26,29.94,2.3,12,4.0
645,2010-08-02,84,68,76,3,66,70,0,11,446,1910,"{'BR', 'RA'}",0.04,29.28,29.95,5.85,21,6.5
646,2010-08-03,86,65,76,3,70,73,0,11,447,1909,"{'RA', 'BR', 'TS'}",0.94,29.22,29.9,2.45,20,3.45
647,2010-08-04,82,71,76,3,71,73,0,11,448,1908,"{'RA', 'BR', 'TS'}",0.52,29.18,29.84,3.85,26,4.55
648,2010-08-05,83,68,76,3,62,67,0,11,449,1907,set(),0.0,29.16,29.83,10.05,29,10.35
649,2010-08-06,82,64,73,0,58,64,0,8,450,1906,set(),0.0,29.25,29.92,6.1,29,6.4
650,2010-08-07,83,64,74,1,63,67,0,9,451,1904,set(),0.0,29.23,29.92,7.35,23,7.75
651,2010-08-08,87,70,78,5,66,70,0,13,452,1903,"{'BR', 'RA'}",0.06,29.17,29.86,8.95,21,9.6
652,2010-08-09,88,73,81,8,70,73,0,16,453,1902,"{'TS', 'HZ'}",0.08,29.23,29.89,4.25,24,6.8
653,2010-08-10,88,76,82,9,71,74,0,17,454,1900,set(),0.0,29.26,29.92,4.95,7,5.4
654,2010-08-11,90,76,83,10,69,74,0,18,455,1859,"{'BR', 'HZ'}",0.0,29.16,29.83,4.7,27,6.7
655,2010-08-12,90,74,82,9,69,74,0,17,456,1858,set(),0.0,29.16,29.82,3.3,9,5.7
656,2010-08-13,92,72,83,10,70,74,0,18,457,1856,"{'BR', 'TS', 'RA'}",0.46,29.1,29.77,7.3,17,8.3
657,2010-08-14,88,72,80,8,68,72,0,15,458,1855,set(),0.01,29.14,29.81,3.2,23,4.6
658,2010-08-15,83,66,75,3,62,67,0,10,459,1854,set(),0.0,29.24,29.89,8.3,29,9.05
659,2010-08-16,80,63,72,0,54,62,0,7,500,1852,set(),0.0,29.34,30.01,8.95,27,9.6
660,2010-08-17,79,64,72,0,57,63,0,7,501,1851,{'RA'},0.03,29.38,30.06,4.15,29,6.05
661,2010-08-18,83,63,74,2,60,65,0,9,502,1849,{'RA'},0.04,29.32,30.01,1.35,19,3.45
662,2010-08-19,87,67,77,6,64,69,0,12,503,1848,set(),0.0,29.21,29.9,4.6,21,5.25
663,2010-08-20,92,73,83,12,67,71,0,18,504,1846,{'RA'},0.02,29.14,29.8,10.25,19,10.85
664,2010-08-21,86,71,79,8,68,71,0,14,505,1845,"{'BR', 'RA'}",0.52,29.16,29.82,2.6,34,5.6
665,2010-08-22,80,68,74,3,64,67,0,9,506,1843,set(),0.0,29.38,30.04,8.65,2,9.4
666,2010-08-23,79,66,73,2,63,67,0,8,508,1842,set(),0.0,29.37,30.05,6.45,5,7.7
667,2010-08-24,82,66,74,3,61,66,0,9,509,1840,set(),0.01,29.32,30.01,1.8,6,5.55
668,2010-08-25,79,62,70,0,50,59,0,5,510,1839,set(),0.0,29.4,30.07,9.6,32,10.1
669,2010-08-26,78,60,69,0,52,59,0,4,511,1837,set(),0.0,29.48,30.16,1.35,10,5.65
670,2010-08-27,84,60,72,2,54,62,0,7,512,1835,set(),0.0,29.42,30.1,7.2,21,7.8
671,2010-08-28,87,65,76,6,52,62,0,11,513,1834,set(),0.0,29.39,30.07,9.05,18,9.3
672,2010-08-29,93,71,83,13,64,70,0,18,514,1832,set(),0.0,29.42,30.09,9.1,19,9.55
673,2010-08-30,88,73,81,11,66,71,0,16,515,1831,set(),0.0,29.44,30.12,12.15,19,12.5
674,2010-08-31,92,75,84,15,67,72,0,19,516,1829,set(),0.0,29.31,30.01,13.35,20,13.6
